id_client,age,sexe,zone,situation_matrimoniale,niveau_education,nombre_personnes_a_charge,secteur_activite,anciennete_activite_annees,revenu_mensuel_fcfa,charges_mensuelles_fcfa,anciennete_cooperative_mois,membre_groupe_solidaire,epargne_solde_moyen_fcfa,regularite_epargne,nombre_credits_anterieurs,taux_remboursement_historique_pct,jours_retard_moyen_historique,possede_mobile_money,frequence_transactions_mm_mois,interroge_bic,statut_bic,nombre_prets_actifs_autres_institutions,encours_credit_autres_institutions_fcfa,objet_credit,montant_credit_demande_fcfa,duree_credit_mois,garantie,ratio_endettement,defaut_credit
CSWA-01770,28,Femme,Rurale,Marié(e),Secondaire,4,Commerce informel,2.6,99000,47000,140,1,21300,Irrégulière,1,49.6,5.0,1,12,1,Pret en cours ailleurs,1,373000,Education,378000,6,Aval d'un tiers,1.53,0
CSWA-01771,34,Femme,Urbaine,Marié(e),Supérieur,8,Salarié secteur formel,1.8,132000,103000,51,1,10000,Irrégulière,2,74.5,0.0,1,6,1,Jamais emprunté ailleurs,0,0,Equipement/Matériel,322000,6,Bien matériel,1.24,0
CSWA-01772,36,Femme,Urbaine,Marié(e),Aucun,7,Agriculture,2.4,75000,63000,167,0,163300,Irrégulière,3,79.6,3.0,0,0,1,Pret en cours ailleurs,1,532000,Habitat/Réparation,231000,12,Aucune,1.77,0
CSWA-01773,36,Femme,Urbaine,Marié(e),Secondaire,4,Agriculture,4.3,22000,14000,31,0,3900,Irrégulière,2,92.2,3.0,1,7,1,Bon payeur ailleurs (solde sans incident),0,0,Equipement/Matériel,110000,6,Caution solidaire,1.57,0
CSWA-01774,37,Femme,Semi-urbaine,Célibataire,Aucun,3,Restauration/Transformation,8.0,194000,105000,147,1,97800,Irrégulière,3,67.7,2.0,1,7,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,888000,3,Aval d'un tiers,2.25,0
CSWA-01775,55,Femme,Rurale,Marié(e),Primaire,2,Commerce informel,4.0,72000,36000,61,1,18700,Irrégulière,0,,,1,4,1,Jamais emprunté ailleurs,0,0,Elevage,216000,18,Aucune,0.69,0
CSWA-01776,25,Femme,Rurale,Marié(e),Secondaire,4,Commerce informel,7.9,46000,37000,17,1,7100,Irrégulière,2,92.3,6.0,1,9,1,Incident de paiement signale ailleurs,0,0,Fonds de commerce,233000,36,Caution solidaire,0.96,0
CSWA-01777,34,Femme,Urbaine,Marié(e),Aucun,1,Agriculture,6.0,66000,34000,148,0,63300,Aucune épargne,1,92.4,14.0,1,11,1,Bon payeur ailleurs (solde sans incident),0,0,Fonds de commerce,336000,3,Aval d'un tiers,2.42,0
CSWA-01778,26,Homme,Semi-urbaine,Marié(e),Supérieur,1,Elevage,15.7,212000,160000,170,0,87400,Aucune épargne,1,91.6,1.0,1,12,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,537000,9,Bien matériel,1.07,0
CSWA-01779,33,Femme,Urbaine,Marié(e),Primaire,3,Agriculture,6.1,84000,47000,175,1,110900,Régulière,0,,,1,9,1,Jamais emprunté ailleurs,0,0,Santé,280000,12,Aval d'un tiers,0.87,0
CSWA-01780,51,Femme,Rurale,Veuf(ve),Primaire,4,Agriculture,3.7,93000,73000,5,0,8300,Aucune épargne,1,78.9,2.0,1,9,1,Pret en cours ailleurs,2,244000,Intrants agricoles,264000,3,Caution solidaire,2.08,0
CSWA-01781,21,Homme,Semi-urbaine,Marié(e),Aucun,1,Restauration/Transformation,7.4,255000,144000,82,1,128000,Irrégulière,3,91.0,4.0,1,13,1,Pret en cours ailleurs,1,115000,Elevage,943000,6,Bien matériel,1.3,0
CSWA-01782,34,Femme,Urbaine,Marié(e),Primaire,2,Salarié secteur formel,5.8,133000,85000,62,1,77300,Irrégulière,2,84.1,2.0,0,0,0,Non consulté,0,0,Fonds de commerce,360000,12,Aucune,0.89,0
CSWA-01783,20,Femme,Rurale,Marié(e),Primaire,5,Agriculture,2.6,69000,28000,61,0,44700,Irrégulière,1,82.2,3.0,1,7,1,Pret en cours ailleurs,1,79000,Evénement social,323000,6,Caution solidaire,1.38,0
CSWA-01784,63,Homme,Urbaine,Célibataire,Aucun,3,Transport,5.0,32000,27000,71,0,22400,Régulière,0,,,0,0,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,137000,12,Caution solidaire,1.24,0
CSWA-01785,53,Femme,Urbaine,Célibataire,Primaire,4,Commerce informel,5.0,115000,73000,4,0,2500,Régulière,2,71.0,5.0,1,8,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,315000,9,Aucune,0.98,0
CSWA-01786,30,Femme,Semi-urbaine,Marié(e),Aucun,3,Elevage,5.1,56000,37000,88,1,33200,Régulière,1,71.4,0.0,1,13,1,Bon payeur ailleurs (solde sans incident),0,0,Equipement/Matériel,124000,3,Caution solidaire,1.49,0
CSWA-01787,28,Femme,Rurale,Célibataire,Supérieur,3,Agriculture,2.7,116000,48000,14,0,22200,Aucune épargne,2,93.7,0.0,1,10,1,Pret en cours ailleurs,2,150000,Evénement social,379000,12,Caution solidaire,0.84,0
CSWA-01788,23,Homme,Semi-urbaine,Marié(e),Primaire,2,Elevage,14.4,79000,55000,43,1,9000,Irrégulière,2,91.2,8.0,1,10,1,Pret en cours ailleurs,1,398000,Fonds de commerce,319000,9,Aucune,1.65,1
CSWA-01789,41,Homme,Rurale,Célibataire,Primaire,1,Commerce informel,1.9,101000,57000,130,0,172900,Régulière,2,80.6,3.0,1,6,1,Pret en cours ailleurs,2,266000,Intrants agricoles,286000,12,Caution solidaire,1.07,0
CSWA-01790,54,Femme,Urbaine,Marié(e),Secondaire,0,Commerce informel,11.1,132000,74000,23,1,20900,Irrégulière,2,44.6,19.0,1,10,1,Jamais emprunté ailleurs,0,0,Elevage,329000,6,Caution solidaire,1.03,1
CSWA-01791,46,Homme,Rurale,Célibataire,Secondaire,0,Commerce informel,5.5,31000,18000,122,1,34700,Irrégulière,2,92.0,9.0,0,0,0,Non consulté,0,0,Fonds de commerce,139000,12,Aval d'un tiers,1.0,0
CSWA-01792,60,Homme,Rurale,Célibataire,Secondaire,2,Commerce informel,3.1,87000,54000,151,0,65000,Irrégulière,1,29.6,6.0,0,0,1,Pret en cours ailleurs,1,84000,Elevage,264000,9,Caution solidaire,1.09,1
CSWA-01793,35,Homme,Urbaine,Célibataire,Supérieur,5,Agriculture,13.1,80000,60000,177,0,155700,Régulière,5,81.5,3.0,0,0,1,Bon payeur ailleurs (solde sans incident),0,0,Fonds de commerce,282000,6,Aval d'un tiers,1.41,0
CSWA-01794,32,Homme,Rurale,Marié(e),Aucun,0,Agriculture,0.6,95000,49000,116,1,32600,Irrégulière,1,83.1,10.0,1,7,1,Jamais emprunté ailleurs,0,0,Equipement/Matériel,305000,18,Bien matériel,0.72,0
CSWA-01795,41,Femme,Rurale,Célibataire,Primaire,0,Commerce informel,3.0,107000,85000,159,0,196000,Aucune épargne,2,76.5,6.0,1,8,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,190000,6,Aucune,1.13,0
CSWA-01796,28,Femme,Rurale,Célibataire,Secondaire,5,Artisanat,4.8,88000,36000,86,0,18400,Régulière,1,61.5,10.0,1,11,1,Jamais emprunté ailleurs,0,0,Santé,414000,9,Caution solidaire,0.99,0
CSWA-01797,64,Femme,Urbaine,Marié(e),Aucun,3,Agriculture,3.3,57000,35000,163,0,26600,Irrégulière,3,76.5,14.0,0,0,1,Pret en cours ailleurs,1,322000,Equipement/Matériel,228000,36,Bien matériel,1.25,0
CSWA-01798,27,Femme,Semi-urbaine,Marié(e),Secondaire,7,Commerce informel,5.2,43000,30000,140,1,2800,Régulière,1,40.7,10.0,1,15,1,Jamais emprunté ailleurs,0,0,Elevage,222000,24,Aucune,0.94,1
CSWA-01799,41,Homme,Urbaine,Marié(e),Aucun,4,Commerce informel,7.7,34000,28000,166,0,73300,Irrégulière,0,,,1,9,1,Bon payeur ailleurs (solde sans incident),0,0,Intrants agricoles,41000,3,Bien matériel,1.27,0
CSWA-01800,43,Homme,Urbaine,Marié(e),Supérieur,1,Artisanat,2.3,86000,47000,165,1,180400,Irrégulière,0,,,1,10,1,Bon payeur ailleurs (solde sans incident),0,0,Fonds de commerce,357000,6,Aval d'un tiers,1.32,0
CSWA-01801,21,Homme,Urbaine,Célibataire,Secondaire,3,Artisanat,6.3,108000,74000,125,1,81900,Aucune épargne,2,81.5,4.0,1,9,1,Jamais emprunté ailleurs,0,0,Elevage,126000,24,Caution solidaire,0.74,0
CSWA-01802,41,Homme,Semi-urbaine,Marié(e),Primaire,3,Transport,8.1,67000,50000,41,1,1000,Irrégulière,3,87.2,2.0,1,4,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,240000,12,Bien matériel,1.08,0
CSWA-01803,40,Homme,Urbaine,Célibataire,Primaire,2,Commerce informel,2.5,128000,98000,9,0,16100,Aucune épargne,0,,,0,0,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,624000,12,Aucune,1.22,0
CSWA-01804,31,Homme,Rurale,Célibataire,Supérieur,1,Artisanat,6.0,76000,61000,59,1,12800,Aucune épargne,1,67.4,1.0,1,8,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,273000,6,Aucune,1.47,0
CSWA-01805,25,Homme,Urbaine,Célibataire,Secondaire,3,Elevage,4.9,77000,40000,54,0,10500,Aucune épargne,0,,,1,9,1,Pret en cours ailleurs,1,176000,Intrants agricoles,169000,12,Bien matériel,0.93,1
CSWA-01806,21,Homme,Rurale,Célibataire,Secondaire,4,Salarié secteur formel,2.8,105000,81000,169,0,60900,Irrégulière,4,93.8,7.0,1,11,1,Jamais emprunté ailleurs,0,0,Habitat/Réparation,486000,3,Caution solidaire,2.5,0
CSWA-01807,19,Femme,Semi-urbaine,Marié(e),Secondaire,1,Restauration/Transformation,3.0,63000,52000,7,1,2300,Régulière,3,86.9,0.0,1,4,1,Pret en cours ailleurs,1,155000,Equipement/Matériel,303000,6,Aucune,1.95,0
CSWA-01808,41,Femme,Urbaine,Marié(e),Aucun,3,Commerce informel,3.0,134000,78000,98,1,183700,Irrégulière,1,85.0,8.0,1,8,1,Jamais emprunté ailleurs,0,0,Evénement social,144000,12,Caution solidaire,0.68,0
CSWA-01809,23,Femme,Semi-urbaine,Marié(e),Aucun,1,Autre service,4.0,174000,121000,178,1,295600,Irrégulière,0,,,1,5,1,Bon payeur ailleurs (solde sans incident),0,0,Fonds de commerce,420000,3,Bien matériel,1.6,0
CSWA-01810,64,Femme,Urbaine,Célibataire,Aucun,2,Agriculture,4.1,73000,37000,51,0,19900,Irrégulière,1,71.5,1.0,1,6,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,129000,3,Aucune,1.17,0
CSWA-01811,30,Femme,Urbaine,Divorcé(e),Secondaire,4,Autre service,11.3,130000,62000,105,0,157500,Aucune épargne,0,,,1,7,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,221000,18,Bien matériel,0.58,0
CSWA-01812,49,Homme,Rurale,Marié(e),Secondaire,1,Commerce informel,6.6,176000,86000,29,1,59600,Régulière,2,90.9,13.0,1,7,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,406000,12,Aucune,0.7,0
CSWA-01813,50,Femme,Rurale,Veuf(ve),Primaire,2,Elevage,6.7,48000,18000,76,1,14400,Aucune épargne,3,91.3,4.0,0,0,0,Non consulté,0,0,Fonds de commerce,170000,18,Aval d'un tiers,0.6,0
CSWA-01814,42,Homme,Urbaine,Divorcé(e),Supérieur,2,Artisanat,5.8,96000,61000,178,1,49400,Aucune épargne,1,54.3,5.0,0,0,1,Bon payeur ailleurs (solde sans incident),0,0,Santé,215000,9,Bien matériel,0.91,0
CSWA-01815,60,Femme,Rurale,Marié(e),Aucun,2,Commerce informel,6.1,90000,70000,121,1,28000,Irrégulière,2,78.5,2.0,1,4,1,Bon payeur ailleurs (solde sans incident),0,0,Fonds de commerce,212000,6,Bien matériel,1.22,0
CSWA-01816,24,Homme,Urbaine,Célibataire,Secondaire,2,Restauration/Transformation,7.0,146000,72000,97,1,78800,Aucune épargne,1,98.3,5.0,1,7,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,783000,3,Caution solidaire,2.5,0
CSWA-01817,29,Femme,Rurale,Célibataire,Primaire,4,Commerce informel,2.6,51000,19000,175,0,6700,Régulière,2,94.3,3.0,1,11,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,53000,12,Caution solidaire,0.47,0
CSWA-01818,30,Homme,Rurale,Marié(e),Primaire,5,Commerce informel,5.1,96000,47000,156,0,101900,Régulière,2,84.9,3.0,1,7,0,Non consulté,0,0,Evénement social,116000,6,Aval d'un tiers,0.72,0
CSWA-01819,25,Femme,Semi-urbaine,Marié(e),Aucun,2,Commerce informel,3.1,70000,52000,50,0,11500,Régulière,2,63.8,6.0,0,0,1,Incident de paiement signale ailleurs,0,0,Habitat/Réparation,381000,6,Caution solidaire,1.76,0
CSWA-01820,32,Femme,Rurale,Marié(e),Secondaire,4,Autre service,9.3,102000,59000,115,1,135900,Régulière,3,66.7,2.0,1,8,1,Bon payeur ailleurs (solde sans incident),0,0,Santé,373000,6,Aval d'un tiers,1.26,0
CSWA-01821,33,Femme,Rurale,Célibataire,Secondaire,2,Autre service,3.8,158000,116000,117,0,95600,Régulière,1,52.4,8.0,1,7,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,244000,18,Aval d'un tiers,0.83,0
CSWA-01822,54,Femme,Rurale,Marié(e),Primaire,4,Elevage,7.0,182000,83000,80,1,143900,Régulière,4,91.2,10.0,1,7,1,Jamais emprunté ailleurs,0,0,Santé,195000,12,Caution solidaire,0.56,0
CSWA-01823,33,Femme,Urbaine,Célibataire,Primaire,1,Elevage,7.8,159000,107000,33,1,54300,Régulière,1,83.6,1.0,1,6,1,Bon payeur ailleurs (solde sans incident),0,0,Habitat/Réparation,699000,12,Aucune,1.08,0
CSWA-01824,60,Homme,Urbaine,Célibataire,Primaire,7,Commerce informel,6.4,47000,34000,155,0,87400,Irrégulière,0,,,1,7,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,139000,24,Aval d'un tiers,0.86,0
CSWA-01825,55,Femme,Semi-urbaine,Célibataire,Primaire,9,Agriculture,6.0,62000,47000,30,1,13600,Régulière,2,93.4,3.0,1,11,1,Jamais emprunté ailleurs,0,0,Equipement/Matériel,74000,6,Caution solidaire,0.98,0
CSWA-01826,61,Femme,Urbaine,Marié(e),Primaire,0,Autre service,5.4,141000,98000,65,1,56800,Irrégulière,1,82.4,6.0,1,8,1,Jamais emprunté ailleurs,0,0,Elevage,725000,24,Bien matériel,0.93,0
CSWA-01827,23,Homme,Semi-urbaine,Marié(e),Primaire,2,Transport,8.0,113000,91000,45,0,20900,Irrégulière,1,60.0,4.0,1,14,1,Incident de paiement signale ailleurs,0,0,Equipement/Matériel,263000,9,Aval d'un tiers,1.09,1
CSWA-01828,65,Homme,Urbaine,Marié(e),Secondaire,1,Restauration/Transformation,3.2,70000,29000,139,1,4600,Irrégulière,1,77.2,3.0,1,5,1,Bon payeur ailleurs (solde sans incident),0,0,Fonds de commerce,164000,6,Bien matériel,0.85,0
CSWA-01829,47,Femme,Semi-urbaine,Marié(e),Secondaire,2,Commerce informel,6.7,49000,31000,18,0,2300,Aucune épargne,2,74.0,0.0,1,7,0,Non consulté,0,0,Equipement/Matériel,218000,12,Caution solidaire,1.05,0
CSWA-01830,65,Femme,Urbaine,Marié(e),Aucun,3,Transport,1.5,20000,11000,82,0,5900,Irrégulière,1,86.3,5.0,0,0,1,Pret en cours ailleurs,1,211000,Equipement/Matériel,30000,18,Bien matériel,1.6,0
CSWA-01831,35,Femme,Semi-urbaine,Marié(e),Secondaire,5,Autre service,3.7,34000,29000,152,0,51600,Irrégulière,1,63.4,20.0,1,9,1,Bon payeur ailleurs (solde sans incident),0,0,Habitat/Réparation,88000,12,Bien matériel,1.09,0
CSWA-01832,63,Femme,Rurale,Marié(e),Primaire,3,Autre service,4.0,68000,42000,162,1,131500,Régulière,3,59.6,8.0,1,5,1,Jamais emprunté ailleurs,0,0,Equipement/Matériel,178000,36,Bien matériel,0.7,0
CSWA-01833,46,Homme,Urbaine,Marié(e),Supérieur,4,Artisanat,2.1,69000,48000,38,1,18500,Régulière,1,59.2,0.0,1,6,1,Bon payeur ailleurs (solde sans incident),0,0,Equipement/Matériel,123000,12,Aucune,0.86,0
CSWA-01834,22,Femme,Rurale,Marié(e),Primaire,4,Commerce informel,6.0,101000,82000,91,0,113800,Irrégulière,1,89.7,2.0,1,13,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,372000,12,Aval d'un tiers,1.16,0
CSWA-01835,38,Homme,Rurale,Marié(e),Aucun,3,Autre service,3.4,113000,48000,88,0,57800,Aucune épargne,0,,,1,9,1,Jamais emprunté ailleurs,0,0,Santé,195000,12,Aucune,0.59,0
CSWA-01836,25,Femme,Urbaine,Veuf(ve),Secondaire,3,Artisanat,10.3,280000,146000,59,0,164000,Irrégulière,0,,,1,4,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,283000,18,Bien matériel,0.58,0
CSWA-01837,63,Femme,Urbaine,Marié(e),Aucun,9,Commerce informel,4.7,53000,27000,145,0,65400,Aucune épargne,1,71.8,1.0,1,10,1,Jamais emprunté ailleurs,0,0,Elevage,236000,6,Bien matériel,1.34,0
CSWA-01838,33,Homme,Rurale,Veuf(ve),Secondaire,3,Commerce informel,7.7,28000,11000,131,0,9300,Aucune épargne,2,44.3,3.0,1,4,1,Bon payeur ailleurs (solde sans incident),0,0,Evénement social,99000,9,Aval d'un tiers,0.83,0
CSWA-01839,29,Femme,Rurale,Célibataire,Supérieur,5,Artisanat,9.4,48000,30000,15,0,5100,Aucune épargne,1,45.7,1.0,0,0,1,Bon payeur ailleurs (solde sans incident),0,0,Equipement/Matériel,136000,36,Aucune,0.71,0
CSWA-01840,44,Homme,Urbaine,Marié(e),Secondaire,0,Salarié secteur formel,7.1,194000,98000,155,1,436800,Irrégulière,0,,,1,9,1,Bon payeur ailleurs (solde sans incident),0,0,Habitat/Réparation,839000,24,Aval d'un tiers,0.71,0
CSWA-01841,38,Femme,Semi-urbaine,Veuf(ve),Primaire,3,Fonctionnaire,4.3,55000,24000,66,0,9200,Aucune épargne,1,55.8,7.0,0,0,1,Jamais emprunté ailleurs,0,0,Equipement/Matériel,284000,12,Caution solidaire,0.92,0
CSWA-01842,23,Femme,Urbaine,Célibataire,Primaire,6,Fonctionnaire,5.4,93000,34000,154,0,90000,Irrégulière,1,92.4,8.0,0,0,1,Jamais emprunté ailleurs,0,0,Education,133000,9,Caution solidaire,0.54,0
CSWA-01843,57,Femme,Urbaine,Célibataire,Primaire,4,Artisanat,2.1,59000,21000,138,1,42400,Irrégulière,0,,,1,17,0,Non consulté,0,0,Habitat/Réparation,231000,12,Aucune,0.72,0
CSWA-01844,58,Femme,Rurale,Marié(e),Aucun,3,Autre service,7.7,61000,33000,87,1,59900,Régulière,2,95.0,10.0,1,13,1,Incident de paiement signale ailleurs,0,0,Fonds de commerce,308000,3,Aval d'un tiers,2.43,0
CSWA-01845,53,Femme,Urbaine,Marié(e),Supérieur,2,Commerce informel,16.0,31000,20000,122,0,3400,Aucune épargne,3,92.2,11.0,1,10,1,Pret en cours ailleurs,1,166000,Education,30000,18,Bien matériel,1.19,0
CSWA-01846,47,Femme,Urbaine,Marié(e),Primaire,1,Commerce informel,9.0,67000,31000,80,0,37400,Régulière,0,,,0,0,0,Non consulté,0,0,Intrants agricoles,190000,36,Aucune,0.55,0
CSWA-01847,37,Femme,Rurale,Célibataire,Primaire,0,Commerce informel,4.2,81000,65000,141,0,48100,Régulière,0,,,1,5,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,343000,6,Caution solidaire,1.59,0
CSWA-01848,44,Femme,Urbaine,Marié(e),Aucun,3,Transport,4.4,130000,59000,27,0,16500,Irrégulière,2,77.6,1.0,1,6,1,Pret en cours ailleurs,1,862000,Intrants agricoles,235000,6,Bien matériel,1.39,0
CSWA-01849,43,Homme,Urbaine,Marié(e),Supérieur,4,Fonctionnaire,9.2,157000,76000,109,1,107900,Régulière,2,90.7,1.0,0,0,1,Jamais emprunté ailleurs,0,0,Education,295000,12,Caution solidaire,0.66,0
CSWA-01850,26,Homme,Rurale,Marié(e),Supérieur,1,Salarié secteur formel,1.1,105000,53000,8,0,4400,Irrégulière,0,,,1,12,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,179000,6,Bien matériel,0.82,0
CSWA-01851,22,Femme,Rurale,Marié(e),Primaire,6,Fonctionnaire,2.3,143000,61000,130,0,161000,Aucune épargne,0,,,0,0,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,491000,3,Aucune,1.71,1
CSWA-01852,30,Homme,Semi-urbaine,Marié(e),Aucun,4,Artisanat,3.5,92000,78000,168,1,70300,Irrégulière,1,88.1,0.0,1,13,1,Pret en cours ailleurs,1,102000,Fonds de commerce,342000,9,Aval d'un tiers,1.41,0
CSWA-01853,40,Homme,Rurale,Marié(e),Secondaire,2,Transport,3.7,80000,57000,137,1,151100,Régulière,2,88.7,2.0,0,0,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,186000,12,Aucune,0.93,0
CSWA-01854,26,Homme,Rurale,Veuf(ve),Primaire,5,Agriculture,1.5,55000,28000,131,0,49700,Régulière,1,78.9,17.0,0,0,1,Jamais emprunté ailleurs,0,0,Equipement/Matériel,248000,24,Aucune,0.72,0
CSWA-01855,24,Femme,Urbaine,Marié(e),Supérieur,1,Transport,6.9,101000,84000,148,1,39000,Irrégulière,3,87.9,4.0,1,9,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,145000,18,Caution solidaire,0.92,0
CSWA-01856,59,Homme,Semi-urbaine,Marié(e),Supérieur,2,Restauration/Transformation,4.2,69000,46000,104,0,32800,Régulière,0,,,1,8,1,Incident de paiement signale ailleurs,0,0,Intrants agricoles,335000,6,Caution solidaire,1.57,0
CSWA-01857,36,Femme,Urbaine,Marié(e),Secondaire,5,Agriculture,4.2,202000,148000,111,0,269700,Régulière,4,93.2,1.0,1,7,1,Bon payeur ailleurs (solde sans incident),0,0,Equipement/Matériel,397000,6,Caution solidaire,1.1,0
CSWA-01858,46,Femme,Urbaine,Marié(e),Aucun,4,Commerce informel,5.8,52000,27000,106,0,10600,Régulière,0,,,1,6,1,Jamais emprunté ailleurs,0,0,Education,148000,9,Aucune,0.87,0
CSWA-01859,43,Femme,Semi-urbaine,Marié(e),Secondaire,2,Commerce informel,1.8,67000,31000,85,1,33600,Régulière,2,93.6,16.0,1,8,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,198000,18,Bien matériel,0.65,0
CSWA-01860,53,Homme,Rurale,Marié(e),Supérieur,2,Salarié secteur formel,5.1,118000,68000,5,0,15100,Aucune épargne,2,98.7,4.0,1,10,1,Jamais emprunté ailleurs,0,0,Elevage,477000,6,Bien matériel,1.33,0
CSWA-01861,53,Femme,Rurale,Divorcé(e),Primaire,3,Artisanat,1.8,97000,54000,15,0,1000,Régulière,0,,,1,9,1,Bon payeur ailleurs (solde sans incident),0,0,Equipement/Matériel,125000,12,Caution solidaire,0.68,0
CSWA-01862,32,Homme,Urbaine,Divorcé(e),Secondaire,5,Agriculture,6.8,39000,33000,82,1,46600,Irrégulière,6,71.4,19.0,1,11,1,Incident de paiement signale ailleurs,0,0,Fonds de commerce,108000,9,Caution solidaire,1.19,0
CSWA-01863,58,Femme,Urbaine,Célibataire,Primaire,1,Fonctionnaire,9.9,138000,58000,50,1,38600,Irrégulière,2,49.2,15.0,1,11,1,Jamais emprunté ailleurs,0,0,Santé,426000,6,Bien matériel,1.0,1
CSWA-01864,36,Homme,Rurale,Célibataire,Supérieur,7,Agriculture,7.7,42000,18000,166,1,23900,Régulière,0,,,1,11,1,Jamais emprunté ailleurs,0,0,Equipement/Matériel,177000,6,Aucune,1.21,0
CSWA-01865,58,Femme,Rurale,Marié(e),Secondaire,3,Agriculture,3.7,47000,31000,178,1,104100,Régulière,2,90.2,10.0,1,6,1,Bon payeur ailleurs (solde sans incident),0,0,Fonds de commerce,147000,3,Caution solidaire,1.83,0
CSWA-01866,38,Homme,Rurale,Marié(e),Aucun,1,Transport,7.2,53000,33000,84,1,32100,Régulière,5,75.9,6.0,1,6,1,Bon payeur ailleurs (solde sans incident),0,0,Fonds de commerce,230000,6,Bien matériel,1.43,0
CSWA-01867,24,Femme,Urbaine,Marié(e),Primaire,5,Agriculture,4.6,121000,75000,126,1,28700,Aucune épargne,1,78.4,2.0,1,8,1,Bon payeur ailleurs (solde sans incident),0,0,Intrants agricoles,270000,6,Caution solidaire,1.04,0
CSWA-01868,54,Homme,Urbaine,Célibataire,Aucun,5,Agriculture,5.6,77000,43000,105,0,81800,Régulière,1,95.4,5.0,0,0,1,Pret en cours ailleurs,1,35000,Intrants agricoles,132000,6,Caution solidaire,0.92,0
CSWA-01869,20,Femme,Rurale,Marié(e),Primaire,7,Restauration/Transformation,7.0,76000,40000,45,0,40200,Irrégulière,2,58.0,0.0,1,8,1,Pret en cours ailleurs,1,196000,Elevage,346000,3,Aval d'un tiers,2.46,1
CSWA-01870,55,Femme,Rurale,Marié(e),Supérieur,2,Agriculture,0.6,110000,43000,68,1,52000,Irrégulière,1,92.1,0.0,1,11,1,Bon payeur ailleurs (solde sans incident),0,0,Habitat/Réparation,251000,12,Bien matériel,0.6,0
CSWA-01871,21,Homme,Urbaine,Marié(e),Aucun,1,Agriculture,1.6,56000,42000,70,1,42400,Irrégulière,0,,,1,10,1,Pret en cours ailleurs,1,731000,Intrants agricoles,58000,18,Bien matériel,1.99,0
CSWA-01872,28,Homme,Urbaine,Marié(e),Supérieur,3,Commerce informel,4.8,27000,15000,19,0,1000,Irrégulière,0,,,1,11,0,Non consulté,0,0,Fonds de commerce,55000,12,Caution solidaire,0.74,0
CSWA-01873,47,Homme,Urbaine,Célibataire,Aucun,3,Salarié secteur formel,3.2,140000,112000,4,0,1000,Régulière,2,90.7,2.0,1,10,0,Non consulté,0,0,Fonds de commerce,330000,24,Bien matériel,0.91,0
CSWA-01874,63,Homme,Urbaine,Marié(e),Secondaire,4,Elevage,5.2,69000,41000,59,0,14400,Régulière,3,50.3,11.0,1,11,1,Bon payeur ailleurs (solde sans incident),0,0,Habitat/Réparation,288000,6,Aucune,1.37,0
CSWA-01875,38,Femme,Rurale,Marié(e),Supérieur,2,Salarié secteur formel,5.8,76000,61000,163,1,182300,Irrégulière,0,,,1,10,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,82000,18,Caution solidaire,0.87,0
CSWA-01876,24,Homme,Urbaine,Marié(e),Secondaire,4,Artisanat,3.7,110000,89000,16,1,5100,Régulière,3,90.9,1.0,1,6,1,Bon payeur ailleurs (solde sans incident),0,0,Education,388000,3,Caution solidaire,2.13,0
CSWA-01877,29,Homme,Rurale,Célibataire,Secondaire,5,Commerce informel,4.3,75000,47000,94,0,97400,Aucune épargne,1,79.7,17.0,0,0,1,Jamais emprunté ailleurs,0,0,Equipement/Matériel,307000,36,Aval d'un tiers,0.75,0
CSWA-01878,61,Femme,Semi-urbaine,Marié(e),Supérieur,5,Agriculture,2.7,141000,106000,105,0,69400,Irrégulière,2,68.5,5.0,1,11,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,244000,6,Aucune,1.07,1
CSWA-01879,53,Homme,Semi-urbaine,Marié(e),Secondaire,4,Agriculture,6.2,99000,40000,120,0,89600,Régulière,3,78.5,2.0,1,8,1,Jamais emprunté ailleurs,0,0,Evénement social,507000,9,Bien matériel,1.04,0
